id;customer_id;date;product_id;product_quantity;product_unit_value
36;2215;2024-03-12T02:33:07Z;3;2;49.12
37;3664;2022-09-10T04:40:04Z;14;2;29.12
37;3664;2022-09-10T04:40:04Z;50;2;69.56
37;3664;2022-09-10T04:40:04Z;2;2;150.67
38;2993;2023-02-25T10:37:09Z;40;2;399.34
39;2677;2023-09-10T21:26:53Z;42;2;24.12
39;2677;2023-09-10T21:26:53Z;9;1;79.23
39;2677;2023-09-10T21:26:53Z;41;2;19.56
40;2492;2022-11-22T05:19:53Z;16;2;24.56
41;5219;2023-08-22T15:26:01Z;3;1;49.12
41;5219;2023-08-22T15:26:01Z;25;2;179.56
41;5219;2023-08-22T15:26:01Z;10;1;59.45
42;2864;2024-01-21T22:09:14Z;20;1;39.78
43;3461;2024-02-29T12:15:28Z;32;2;29.78
44;3499;2022-12-04T11:55:36Z;22;2;49.56
44;3499;2022-12-04T11:55:36Z;2;1;150.67
45;1175;2022-08-08T15:30:29Z;11;2;99.78
46;3234;2024-11-22T23:31:33Z;9;2;79.23
46;3234;2024-11-22T23:31:33Z;7;1;24.34
47;2958;2023-12-10T09:37:10Z;48;2;79.12
47;2958;2023-12-10T09:37:10Z;11;2;99.78
48;3144;2023-03-31T17:02:27Z;45;1;29.12
48;3144;2023-03-31T17:02:27Z;19;2;14.45
49;3025;2023-03-13T15:32:09Z;33;1;24.34
49;3025;2023-03-13T15:32:09Z;31;1;14.45
50;4602;2023-10-13T07:29:06Z;37;2;49.34
50;4602;2023-10-13T07:29:06Z;30;2;19.23
50;4602;2023-10-13T07:29:06Z;45;2;29.12
51;1601;2024-05-11T04:36:33Z;46;1;599.34
52;5135;2024-09-03T05:10:51Z;26;2;39.12
53;2696;2022-11-04T21:30:14Z;47;1;399.56
53;2696;2022-11-04T21:30:14Z;4;2;299.34
54;5426;2022-05-11T23:16:50Z;3;2;49.12
54;5426;2022-05-11T23:16:50Z;2;2;150.67
55;1023;2022-10-11T20:49:23Z;42;2;24.12
56;2801;2022-05-05T19:49:25Z;6;2;119.78
56;2801;2022-05-05T19:49:25Z;24;1;249.34
57;5349;2023-11-28T11:56:17Z;49;1;99.34
58;5819;2024-10-21T19:13:05Z;46;1;599.34
58;5819;2024-10-21T19:13:05Z;44;1;9.56
59;4047;2024-07-14T20:04:18Z;15;2;69.34
60;4079;2022-05-09T16:36:26Z;14;2;29.12
61;1236;2023-12-30T13:08:43Z;25;1;179.56
62;1721;2024-04-30T02:04:27Z;32;1;29.78
62;1721;2024-04-30T02:04:27Z;6;1;119.78
62;1721;2024-04-30T02:04:27Z;31;2;14.45
63;5291;2022-07-05T10:09:40Z;38;1;499.56
63;5291;2022-07-05T10:09:40Z;48;2;79.12
64;2800;2022-02-01T12:55:21Z;14;1;29.12
64;2800;2022-02-01T12:55:21Z;33;2;24.34
64;2800;2022-02-01T12:55:21Z;24;1;249.34
65;2575;2023-08-02T00:57:25Z;22;2;49.56
66;1466;2024-02-20T02:58:13Z;14;1;29.12
66;1466;2024-02-20T02:58:13Z;1;1;1799.99
67;5311;2024-02-23T11:18:45Z;16;2;24.56
67;5311;2024-02-23T11:18:45Z;18;2;89.23
68;4427;2023-03-19T05:59:51Z;20;2;39.78
68;4427;2023-03-19T05:59:51Z;10;1;59.45
68;4427;2023-03-19T05:59:51Z;22;2;49.56
69;1615;2022-10-12T21:16:40Z;21;1;59.34
69;1615;2022-10-12T21:16:40Z;42;1;24.12
70;2822;2024-07-23T09:51:57Z;4;1;299.34
70;2822;2024-07-23T09:51:57Z;33;1;24.34
71;3381;2022-06-04T21:20:23Z;5;1;399.56
71;3381;2022-06-04T21:20:23Z;4;1;299.34
71;3381;2022-06-04T21:20:23Z;1;2;1799.99
72;2935;2022-12-21T15:53:30Z;22;2;49.56
72;2935;2022-12-21T15:53:30Z;45;1;29.12
72;2935;2022-12-21T15:53:30Z;27;2;19.34
73;5354;2023-01-20T01:43:59Z;38;2;499.56
73;5354;2023-01-20T01:43:59Z;41;2;19.56
73;5354;2023-01-20T01:43:59Z;10;1;59.45
74;2256;2024-06-09T11:49:36Z;39;2;299.12
74;2256;2024-06-09T11:49:36Z;45;1;29.12
74;2256;2024-06-09T11:49:36Z;12;2;149.34
75;4786;2023-04-17T12:33:09Z;34;1;44.56
75;4786;2023-04-17T12:33:09Z;37;1;49.34
75;4786;2023-04-17T12:33:09Z;14;1;29.12
76;3965;2024-05-29T04:43:02Z;14;1;29.12
76;3965;2024-05-29T04:43:02Z;35;1;99.12
76;3965;2024-05-29T04:43:02Z;50;1;69.56
77;2313;2022-05-07T04:01:18Z;47;1;399.56
77;2313;2022-05-07T04:01:18Z;1;2;1799.99
77;2313;2022-05-07T04:01:18Z;29;1;9.78
78;3980;2024-10-19T02:01:46Z;4;2;299.34
78;3980;2024-10-19T02:01:46Z;4;1;299.34
79;4743;2023-03-13T12:56:56Z;3;2;49.12
80;1731;2022-09-27T11:22:13Z;5;2;399.56
80;1731;2022-09-27T11:22:13Z;1;2;1799.99
80;1731;2022-09-27T11:22:13Z;1;1;1799.99
81;5925;2024-09-18T22:37:02Z;36;1;149.78
81;5925;2024-09-18T22:37:02Z;29;1;9.78
81;5925;2024-09-18T22:37:02Z;34;1;44.56
82;3785;2022-02-13T03:35:34Z;13;1;199.56
82;3785;2022-02-13T03:35:34Z;6;2;119.78
82;3785;2022-02-13T03:35:34Z;10;2;59.45
83;5831;2024-03-26T13:38:50Z;24;1;249.34
83;5831;2024-03-26T13:38:50Z;16;1;24.56
84;1504;2023-10-15T07:03:21Z;21;1;59.34
85;3373;2022-01-05T19:27:25Z;1;1;1799.99
85;3373;2022-01-05T19:27:25Z;8;1;14.67
86;5435;2023-01-31T09:13:44Z;11;2;99.78
87;1680;2024-03-01T10:57:34Z;47;1;399.56
88;5386;2024-01-14T19:20:21Z;12;2;149.34
89;4177;2024-10-23T17:25:16Z;9;1;79.23
89;4177;2024-10-23T17:25:16Z;20;1;39.78
90;1001;2024-08-01T23:38:30Z;5;1;399.56
91;3402;2023-12-04T05:35:00Z;7;1;24.34
92;3792;2022-10-13T09:21:25Z;2;1;150.67
92;3792;2022-10-13T09:21:25Z;16;1;24.56
92;3792;2022-10-13T09:21:25Z;25;1;179.56
93;4764;2024-01-24T22:11:52Z;33;1;24.34
93;4764;2024-01-24T22:11:52Z;26;2;39.12
94;2274;2022-01-19T14:47:58Z;25;1;179.56
94;2274;2022-01-19T14:47:58Z;43;1;14.34
94;2274;2022-01-19T14:47:58Z;24;2;249.34
95;5160;2022-03-20T09:45:50Z;49;2;99.34
96;1212;2024-01-03T17:07:03Z;19;1;14.45
96;1212;2024-01-03T17:07:03Z;10;1;59.45
97;5389;2023-02-09T21:43:47Z;2;1;150.67
97;5389;2023-02-09T21:43:47Z;12;1;149.34
97;5389;2023-02-09T21:43:47Z;22;1;49.56
98;5485;2023-04-07T09:37:56Z;30;2;19.23
98;5485;2023-04-07T09:37:56Z;31;2;14.45
98;5485;2023-04-07T09:37:56Z;6;2;119.78
99;1164;2024-09-23T21:21:39Z;18;2;89.23
99;1164;2024-09-23T21:21:39Z;46;1;599.34
100;1919;2024-12-09T09:01:22Z;11;1;99.78
100;1919;2024-12-09T09:01:22Z;45;1;29.12
101;3349;2023-11-13T14:21:21Z;23;1;69.12
101;3349;2023-11-13T14:21:21Z;41;2;19.56
101;3349;2023-11-13T14:21:21Z;47;1;399.56
102;2333;2024-01-27T07:46:00Z;24;1;249.34
102;2333;2024-01-27T07:46:00Z;1;2;1799.99
103;5253;2022-04-18T10:40:05Z;24;2;249.34
104;5830;2024-03-29T18:20:20Z;6;2;119.78
104;5830;2024-03-29T18:20:20Z;18;2;89.23
105;2373;2024-02-11T14:33:11Z;33;2;24.34
105;2373;2024-02-11T14:33:11Z;1;2;1799.99
106;4061;2024-09-27T07:08:31Z;44;2;9.56
107;1873;2022-02-07T12:24:06Z;47;2;399.56
107;1873;2022-02-07T12:24:06Z;34;1;44.56
107;1873;2022-02-07T12:24:06Z;1;1;1799.99
108;2245;2023-10-26T10:35:42Z;45;2;29.12
109;2835;2023-05-31T04:17:41Z;37;2;49.34
109;2835;2023-05-31T04:17:41Z;17;1;19.78
109;2835;2023-05-31T04:17:41Z;35;2;99.12
110;5129;2023-10-13T02:43:50Z;37;1;49.34
110;5129;2023-10-13T02:43:50Z;11;2;99.78
110;5129;2023-10-13T02:43:50Z;39;1;299.12
111;5187;2022-01-30T20:05:50Z;47;1;399.56
112;4127;2023-08-15T20:13:50Z;1;2;1799.99
112;4127;2023-08-15T20:13:50Z;37;2;49.34
113;4820;2023-02-27T17:50:15Z;33;1;24.34
114;2650;2022-10-09T17:15:54Z;21;2;59.34
114;2650;2022-10-09T17:15:54Z;32;2;29.78
114;2650;2022-10-09T17:15:54Z;36;1;149.78
115;5005;2022-10-22T07:21:17Z;3;2;49.12
115;5005;2022-10-22T07:21:17Z;15;1;69.34
116;3720;2022-11-18T06:32:21Z;29;2;9.78
116;3720;2022-11-18T06:32:21Z;2;1;150.67
117;3654;2022-08-20T00:17:36Z;41;1;19.56
118;3495;2023-10-14T04:47:58Z;13;1;199.56
119;2399;2022-09-05T23:36:26Z;50;1;69.56
119;2399;2022-09-05T23:36:26Z;24;2;249.34
119;2399;2022-09-05T23:36:26Z;29;2;9.78
120;4581;2022-05-09T02:45:55Z;1;1;1799.99
120;4581;2022-05-09T02:45:55Z;6;1;119.78
121;5611;2024-02-02T20:45:24Z;21;2;59.34
122;2584;2022-08-10T17:28:09Z;38;1;499.56
122;2584;2022-08-10T17:28:09Z;4;2;299.34
122;2584;2022-08-10T17:28:09Z;3;1;49.12
123;3712;2024-05-24T05:09:53Z;39;1;299.12
124;1683;2023-09-26T19:18:51Z;5;2;399.56
124;1683;2023-09-26T19:18:51Z;15;2;69.34
125;4499;2024-08-14T11:57:18Z;3;1;49.12
125;4499;2024-08-14T11:57:18Z;39;2;299.12
125;4499;2024-08-14T11:57:18Z;13;1;199.56
126;1380;2024-12-05T17:58:30Z;25;2;179.56
127;1826;2023-09-06T23:06:07Z;24;1;249.34
127;1826;2023-09-06T23:06:07Z;17;1;19.78
128;1154;2024-06-19T04:52:52Z;29;2;9.78
128;1154;2024-06-19T04:52:52Z;11;2;99.78
129;1651;2022-08-03T22:18:24Z;2;1;150.67
130;4540;2024-02-17T16:55:21Z;15;2;69.34
131;1868;2024-05-18T19:38:01Z;32;1;29.78
132;4343;2022-01-13T04:35:04Z;7;2;24.34
132;4343;2022-01-13T04:35:04Z;22;1;49.56
132;4343;2022-01-13T04:35:04Z;32;2;29.78
133;3321;2023-10-13T07:29:33Z;4;2;299.34
133;3321;2023-10-13T07:29:33Z;45;1;29.12
134;1189;2024-06-13T12:42:47Z;22;2;49.56
134;1189;2024-06-13T12:42:47Z;22;2;49.56
134;1189;2024-06-13T12:42:47Z;31;1;14.45
135;1555;2022-06-03T07:53:12Z;30;2;19.23
136;2366;2023-02-12T04:41:34Z;9;1;79.23
136;2366;2023-02-12T04:41:34Z;20;2;39.78
136;2366;2023-02-12T04:41:34Z;5;1;399.56
137;3862;2022-08-25T09:28:27Z;21;2;59.34
138;4563;2022-12-08T14:40:15Z;6;2;119.78
138;4563;2022-12-08T14:40:15Z;6;1;119.78
138;4563;2022-12-08T14:40:15Z;7;2;24.34
139;3050;2023-02-12T20:15:28Z;29;1;9.78
139;3050;2023-02-12T20:15:28Z;33;2;24.34
140;2936;2022-07-31T02:25:16Z;18;2;89.23
141;1523;2023-11-24T04:11:51Z;49;1;99.34
142;3931;2023-07-18T02:50:57Z;36;2;149.78
142;3931;2023-07-18T02:50:57Z;32;2;29.78
142;3931;2023-07-18T02:50:57Z;29;1;9.78
143;5422;2024-03-10T11:21:22Z;23;1;69.12
144;1030;2022-09-01T02:31:06Z;49;1;99.34
144;1030;2022-09-01T02:31:06Z;46;2;599.34
145;3269;2024-03-05T14:28:36Z;35;2;99.12
145;3269;2024-03-05T14:28:36Z;20;1;39.78
145;3269;2024-03-05T14:28:36Z;48;1;79.12
146;2634;2024-06-16T04:27:08Z;35;1;99.12
147;3334;2024-08-22T20:13:46Z;50;2;69.56
147;3334;2024-08-22T20:13:46Z;22;1;49.56
148;1147;2023-08-11T12:15:50Z;43;2;14.34
148;1147;2023-08-11T12:15:50Z;13;1;199.56
148;1147;2023-08-11T12:15:50Z;5;2;399.56
149;3157;2024-09-03T12:06:06Z;13;1;199.56
149;3157;2024-09-03T12:06:06Z;49;2;99.34
150;3364;2023-11-06T16:13:22Z;43;1;14.34
150;3364;2023-11-06T16:13:22Z;9;1;79.23
150;3364;2023-11-06T16:13:22Z;50;2;69.56
151;3717;2023-01-18T16:49:02Z;34;1;44.56
151;3717;2023-01-18T16:49:02Z;28;1;119.56
152;5833;2023-09-27T08:46:04Z;8;2;14.67
152;5833;2023-09-27T08:46:04Z;48;1;79.12
152;5833;2023-09-27T08:46:04Z;10;2;59.45
153;4631;2024-11-01T18:47:04Z;2;2;150.67
154;2594;2023-08-07T18:56:30Z;4;2;299.34
154;2594;2023-08-07T18:56:30Z;14;1;29.12
155;2410;2023-06-03T18:58:33Z;32;2;29.78
155;2410;2023-06-03T18:58:33Z;41;2;19.56
155;2410;2023-06-03T18:58:33Z;15;2;69.34
156;1176;2024-10-02T11:22:39Z;24;2;249.34
156;1176;2024-10-02T11:22:39Z;4;2;299.34
156;1176;2024-10-02T11:22:39Z;39;2;299.12
157;5482;2024-11-19T10:10:44Z;25;2;179.56
157;5482;2024-11-19T10:10:44Z;5;1;399.56
158;2132;2023-06-12T10:08:23Z;46;2;599.34
158;2132;2023-06-12T10:08:23Z;50;2;69.56
159;2794;2024-03-05T17:36:12Z;7;1;24.34
159;2794;2024-03-05T17:36:12Z;13;2;199.56
160;4107;2022-10-05T19:16:43Z;48;2;79.12
160;4107;2022-10-05T19:16:43Z;22;1;49.56
161;3759;2023-01-24T03:12:22Z;25;1;179.56
161;3759;2023-01-24T03:12:22Z;4;1;299.34
162;1392;2023-11-02T16:48:44Z;6;1;119.78
162;1392;2023-11-02T16:48:44Z;8;2;14.67
162;1392;2023-11-02T16:48:44Z;34;1;44.56
163;4003;2024-01-31T04:32:49Z;39;2;299.12
163;4003;2024-01-31T04:32:49Z;18;1;89.23
164;5553;2024-09-18T23:25:07Z;9;1;79.23
164;5553;2024-09-18T23:25:07Z;29;1;9.78
164;5553;2024-09-18T23:25:07Z;38;1;499.56
165;1972;2023-09-14T14:26:32Z;43;2;14.34
165;1972;2023-09-14T14:26:32Z;45;1;29.12
165;1972;2023-09-14T14:26:32Z;39;1;299.12
166;5435;2024-10-25T17:19:32Z;21;1;59.34
166;5435;2024-10-25T17:19:32Z;50;2;69.56
166;5435;2024-10-25T17:19:32Z;32;2;29.78
167;3316;2022-08-18T10:36:29Z;31;1;14.45
168;3472;2023-08-19T02:40:58Z;28;2;119.56
168;3472;2023-08-19T02:40:58Z;29;2;9.78
168;3472;2023-08-19T02:40:58Z;28;2;119.56
169;2753;2023-07-10T20:44:07Z;37;2;49.34
170;1157;2023-02-01T06:12:07Z;41;1;19.56
171;1244;2024-06-04T23:24:34Z;23;1;69.12
171;1244;2024-06-04T23:24:34Z;6;2;119.78
171;1244;2024-06-04T23:24:34Z;41;2;19.56
172;1846;2022-02-24T03:06:05Z;49;1;99.34
173;1595;2024-05-08T17:11:31Z;42;1;24.12
173;1595;2024-05-08T17:11:31Z;22;2;49.56
174;3170;2024-08-26T18:13:55Z;2;2;150.67
175;1918;2024-09-14T04:10:02Z;9;1;79.23
175;1918;2024-09-14T04:10:02Z;25;2;179.56
176;3147;2023-12-10T19:57:42Z;34;2;44.56
176;3147;2023-12-10T19:57:42Z;15;1;69.34
177;5201;2022-12-23T07:39:20Z;8;2;14.67
178;5852;2022-10-31T19:42:56Z;11;1;99.78
179;3281;2024-09-16T02:51:41Z;27;1;19.34
179;3281;2024-09-16T02:51:41Z;50;1;69.56
180;3720;2023-12-04T09:14:04Z;27;1;19.34
181;3065;2023-03-29T15:04:46Z;20;1;39.78
181;3065;2023-03-29T15:04:46Z;13;2;199.56
182;5135;2022-06-22T08:16:12Z;3;1;49.12
182;5135;2022-06-22T08:16:12Z;46;1;599.34
183;5495;2022-02-13T05:26:56Z;37;2;49.34
183;5495;2022-02-13T05:26:56Z;18;2;89.23
184;2469;2024-10-12T04:53:37Z;41;2;19.56
184;2469;2024-10-12T04:53:37Z;15;1;69.34
184;2469;2024-10-12T04:53:37Z;6;1;119.78
185;4892;2023-01-01T21:54:59Z;10;2;59.45
185;4892;2023-01-01T21:54:59Z;8;1;14.67
186;2203;2024-04-20T09:55:01Z;25;1;179.56
187;4542;2023-03-26T17:07:55Z;19;2;14.45
188;3748;2023-06-23T09:09:55Z;16;1;24.56
188;3748;2023-06-23T09:09:55Z;2;1;150.67
189;1199;2022-05-20T06:42:48Z;5;1;399.56
189;1199;2022-05-20T06:42:48Z;42;1;24.12
189;1199;2022-05-20T06:42:48Z;34;1;44.56
190;5712;2024-05-12T12:48:14Z;33;1;24.34
191;5650;2023-04-20T17:01:25Z;49;1;99.34
191;5650;2023-04-20T17:01:25Z;8;2;14.67
192;5228;2023-07-15T02:02:31Z;10;2;59.45
193;1491;2024-03-21T11:23:13Z;38;2;499.56
193;1491;2024-03-21T11:23:13Z;44;1;9.56
193;1491;2024-03-21T11:23:13Z;22;1;49.56
194;4686;2022-01-01T07:34:35Z;16;2;24.56
195;3760;2023-01-23T05:22:45Z;30;2;19.23
195;3760;2023-01-23T05:22:45Z;39;1;299.12
195;3760;2023-01-23T05:22:45Z;24;1;249.34
196;4753;2023-12-30T04:12:49Z;48;2;79.12
197;4794;2023-03-30T18:41:22Z;5;2;399.56
197;4794;2023-03-30T18:41:22Z;45;2;29.12
197;4794;2023-03-30T18:41:22Z;26;1;39.12
198;4070;2022-01-30T01:23:05Z;39;1;299.12
198;4070;2022-01-30T01:23:05Z;11;2;99.78
198;4070;2022-01-30T01:23:05Z;24;1;249.34
199;3878;2022-01-12T15:34:57Z;12;2;149.34
199;3878;2022-01-12T15:34:57Z;35;1;99.12
199;3878;2022-01-12T15:34:57Z;23;2;69.12
200;3384;2022-11-26T13:37:42Z;31;1;14.45
200;3384;2022-11-26T13:37:42Z;24;2;249.34
201;3653;2023-06-29T09:32:17Z;31;2;14.45
201;3653;2023-06-29T09:32:17Z;4;1;299.34
202;2294;2022-07-08T13:35:47Z;43;1;14.34
202;2294;2022-07-08T13:35:47Z;10;2;59.45
203;5793;2022-10-19T12:52:08Z;4;2;299.34
203;5793;2022-10-19T12:52:08Z;12;1;149.34
204;4234;2024-07-28T20:12:18Z;45;2;29.12
205;4845;2022-08-10T01:48:29Z;4;2;299.34
205;4845;2022-08-10T01:48:29Z;28;2;119.56
206;1966;2024-01-18T22:15:17Z;39;2;299.12
207;3645;2023-09-06T17:17:33Z;44;1;9.56
207;3645;2023-09-06T17:17:33Z;18;1;89.23
207;3645;2023-09-06T17:17:33Z;25;2;179.56
208;4331;2023-07-02T23:57:43Z;17;2;19.78
208;4331;2023-07-02T23:57:43Z;3;2;49.12
208;4331;2023-07-02T23:57:43Z;46;1;599.34
209;4666;2024-12-06T08:19:24Z;50;1;69.56
209;4666;2024-12-06T08:19:24Z;47;1;399.56
210;1283;2023-03-18T21:14:40Z;3;2;49.12
210;1283;2023-03-18T21:14:40Z;10;1;59.45
210;1283;2023-03-18T21:14:40Z;48;1;79.12
211;5732;2023-09-09T13:48:55Z;48;2;79.12
212;4752;2024-02-07T02:58:26Z;10;2;59.45
212;4752;2024-02-07T02:58:26Z;13;2;199.56
213;5913;2024-09-12T18:28:57Z;49;2;99.34
213;5913;2024-09-12T18:28:57Z;8;2;14.67
213;5913;2024-09-12T18:28:57Z;39;1;299.12
214;2327;2022-04-17T07:11:41Z;34;2;44.56
214;2327;2022-04-17T07:11:41Z;28;2;119.56
215;5590;2024-10-07T15:04:36Z;4;2;299.34
216;2099;2022-03-01T00:41:40Z;34;1;44.56
216;2099;2022-03-01T00:41:40Z;22;2;49.56
216;2099;2022-03-01T00:41:40Z;22;1;49.56
217;1433;2022-09-14T18:19:12Z;22;2;49.56
218;1431;2023-03-11T20:33:37Z;3;2;49.12
218;1431;2023-03-11T20:33:37Z;18;1;89.23
218;1431;2023-03-11T20:33:37Z;37;1;49.34
219;4619;2022-05-30T06:15:33Z;30;1;19.23
219;4619;2022-05-30T06:15:33Z;11;2;99.78
219;4619;2022-05-30T06:15:33Z;24;2;249.34
220;1326;2022-04-15T06:04:19Z;40;1;399.34
220;1326;2022-04-15T06:04:19Z;16;2;24.56
220;1326;2022-04-15T06:04:19Z;18;1;89.23
221;1377;2023-08-07T03:23:29Z;13;2;199.56
221;1377;2023-08-07T03:23:29Z;28;2;119.56
221;1377;2023-08-07T03:23:29Z;19;2;14.45
222;3680;2022-04-05T19:33:27Z;23;1;69.12
222;3680;2022-04-05T19:33:27Z;41;1;19.56
223;3986;2024-05-07T18:07:21Z;44;1;9.56
224;5010;2023-08-16T12:03:09Z;48;1;79.12
224;5010;2023-08-16T12:03:09Z;43;1;14.34
225;2796;2022-04-24T09:23:05Z;12;1;149.34
226;1145;2023-11-04T18:50:36Z;8;1;14.67
227;1344;2024-11-25T18:39:31Z;1;1;1799.99
228;5783;2024-02-16T11:47:45Z;46;1;599.34
228;5783;2024-02-16T11:47:45Z;24;1;249.34
228;5783;2024-02-16T11:47:45Z;33;1;24.34
229;5890;2024-08-05T19:31:10Z;44;1;9.56
229;5890;2024-08-05T19:31:10Z;17;2;19.78
230;4047;2024-01-22T10:04:44Z;8;2;14.67
231;4290;2022-01-16T13:38:32Z;43;2;14.34
231;4290;2022-01-16T13:38:32Z;33;2;24.34
232;1041;2022-03-17T05:17:17Z;43;2;14.34
232;1041;2022-03-17T05:17:17Z;32;2;29.78
232;1041;2022-03-17T05:17:17Z;42;2;24.12
233;1947;2023-05-14T14:33:36Z;14;1;29.12
234;3392;2023-08-11T18:31:15Z;14;1;29.12
235;1749;2023-04-17T07:56:45Z;6;2;119.78
235;1749;2023-04-17T07:56:45Z;11;2;99.78
236;3750;2023-10-24T12:42:41Z;2;1;150.67
236;3750;2023-10-24T12:42:41Z;25;1;179.56
237;3551;2022-10-25T20:41:08Z;34;1;44.56
237;3551;2022-10-25T20:41:08Z;14;1;29.12
237;3551;2022-10-25T20:41:08Z;26;1;39.12
238;5922;2022-04-21T23:44:19Z;7;2;24.34
239;4607;2024-05-29T07:11:22Z;43;2;14.34
239;4607;2024-05-29T07:11:22Z;10;2;59.45
239;4607;2024-05-29T07:11:22Z;33;1;24.34
240;3598;2024-01-13T16:50:24Z;39;2;299.12
240;3598;2024-01-13T16:50:24Z;43;2;14.34
240;3598;2024-01-13T16:50:24Z;11;1;99.78
241;4116;2023-02-13T14:17:03Z;33;1;24.34
242;5834;2023-03-28T04:23:12Z;38;2;499.56
243;3630;2023-11-15T10:12:16Z;20;2;39.78
244;2456;2024-08-11T07:44:47Z;21;2;59.34
244;2456;2024-08-11T07:44:47Z;42;1;24.12
245;1048;2023-05-02T18:07:36Z;22;2;49.56
245;1048;2023-05-02T18:07:36Z;33;1;24.34
246;1668;2022-03-09T04:14:02Z;42;1;24.12
247;2859;2022-09-03T12:52:03Z;37;2;49.34
248;1821;2023-07-07T12:25:27Z;24;1;249.34
249;5802;2024-10-19T04:12:25Z;41;1;19.56
250;2066;2022-09-10T07:32:58Z;45;1;29.12
250;2066;2022-09-10T07:32:58Z;3;2;49.12
250;2066;2022-09-10T07:32:58Z;9;2;79.23
251;2399;2023-08-15T14:13:39Z;11;1;99.78
251;2399;2023-08-15T14:13:39Z;1;1;1799.99
252;5046;2023-10-02T16:21:46Z;17;1;19.78
252;5046;2023-10-02T16:21:46Z;10;1;59.45
